Species,Weight,Length1,Length2,Length3,Height,Width
Bream,170.50126960703165,13.168974499878969,40.49148393635306,33.99673585921859,5.834306111149956,2.1119321844930696
Smelt,247.53139811197585,28.829410663188295,33.35729170168793,27.2055789308409,9.606540594401174,2.9925415243625997
Perch,296.21734376133463,15.45471603155775,21.932952293887315,20.139924432697576,8.687201708739186,2.931349368348835
Perch,170.58045877791824,22.515977832381985,10.624737048004864,30.484919976093426,9.5455417432293,3.9422280600707578
Bream,232.38855621661173,30.669482005955818,3.0999806068440776,16.721095472911742,9.663615981043442,7.345277427547334
Perch,512.6412613390996,15.062511227462856,21.274883545020657,18.867783600287986,10.790910664597575,5.74259970354445
Perch,338.54428597055886,30.34270117894262,36.1637451786236,28.452157756541396,9.056673426340403,2.922154263816517
Roach,637.8582661903288,32.079463024276265,26.66910924234114,26.28836254210414,11.992457331458523,3.1125442392398526
Bream,225.99171640045847,21.295676639572108,24.3306875608917,25.19900320366442,11.473715984158996,3.7340003817563936
Bream,642.8697026345462,15.996143965383707,34.62543599530603,41.724282154677034,7.884803551745096,3.4651936458139776
Perch,179.50229209498306,17.60267439681403,24.065223041180943,34.04290698573281,13.362305912504528,2.1576646191723485
Perch,1134.6829022402906,31.000174167767423,11.186004595082114,33.384215862542334,3.933208119876416,4.12531995802744
Bream,344.6664235915512,34.81615510183114,19.56994461984199,20.69291193301934,3.041582763816958,1.1772965264130963
Perch,193.3367785971054,22.92493462506571,34.02759059949542,13.403624873172976,5.273769122057484,5.846699068360914
Perch,531.519110424058,20.205787975023412,59.97664472596432,25.73294374319532,8.20145356275682,4.238872315109248
Perch,459.3313812771697,20.615609787142308,33.235953485465245,39.809487155454775,8.384660208009345,7.47139940631963
Whitefish,497.36076858961735,22.866684765983692,27.86995555153482,42.69216507301389,3.666409686684947,2.6056197150634057
Perch,180.18621739969012,34.228956913290546,26.94433886194927,16.274478766801074,15.798579881708786,4.09758407106611
Roach,228.1388833403115,16.197337378576975,24.297390867842207,24.21447906574878,9.616982837695032,3.3506507785913913
Pike,78.94008507359439,23.781888298622015,37.79089076591589,7.447285531468772,9.993573983981872,4.224511745137322
Perch,261.0866259426555,39.589067844127975,23.401728119324545,37.59175347732946,10.521071077176684,3.591060162871038
Perch,281.8065407460801,12.55136171603607,46.55807015294977,16.661791758135458,10.297853984923925,4.8704270228822635
Smelt,606.3162290436611,28.03208862394907,33.60503187768582,11.185166703454879,8.173020500446535,3.422971012333119
Pike,494.63947663643626,27.004563119658354,24.81532752132327,32.18380945987303,10.746854313238925,3.6320156005861337
Bream,229.9287279741643,22.950994111381736,31.66482777107286,40.44298440024992,5.264614365429523,1.1385606965408437
Roach,261.1379558083411,16.939245505748026,32.04627413145907,13.759422253801539,13.560665793195284,2.860811043414038
Perch,242.98641482537397,28.74934144415445,44.98662019402167,32.15871327423886,10.546593545087854,6.250927599281608
Perch,1281.32766501786,18.427324366108742,32.8889908087241,36.729027059509235,9.585343880120451,3.457432315042375
Parkki,346.8473874102537,28.364841989543315,49.878113293333996,21.83214508234029,6.765283926878446,5.699852709270587
Smelt,455.22796192463215,32.25008592947005,44.63641851453205,53.48525207792815,6.885932810922689,6.275624391398569
Parkki,322.8685016903232,19.475714323414813,26.067251661011014,22.5445654802972,2.9298362131126163,4.001095490206205
Perch,178.38361960290058,24.699279250433282,21.50477211837169,38.41815394854713,12.254308111411852,2.581545126146029
Pike,630.0040757225636,8.509300712665194,35.88580423251199,31.73889071663943,0.31926013395784736,3.3294505709293607
Pike,417.58558090641344,33.35224797658895,13.558649786509074,41.64485330090098,8.067581588812509,4.479796123478938
Bream,456.81814213188306,37.08913821271568,45.54505279493327,40.240668451777935,13.17079796613898,7.09881859577024
Perch,636.4246238560983,40.96003807784838,14.747749004924,12.818595672331575,6.311102832104905,2.5196335827592566
Bream,765.5443785477944,20.393155489799916,40.08663675794931,48.05872326728499,17.277850914568845,5.188076224849727
Perch,136.68361818358483,17.782704876879663,33.02073943998472,30.91072667059799,11.475733304663434,3.163816020962761
Perch,379.4026004037568,25.190405839901274,24.319839790609322,36.619880283396924,9.215483683506063,0.43647377120731345
Roach,839.6936879691439,15.877433601367073,26.060716434191523,22.73604262838401,4.267054778335215,3.9628411918565916
Perch,14.783502091670698,43.01088908765857,22.12281899208896,22.219016894950553,13.057061899768659,9.807894029341302
Perch,624.7114644982958,28.25484949428715,38.55198501016569,23.236707578918136,7.825993951877191,6.778903689621853
Perch,175.10971687050645,34.392826786051096,24.271776525327923,53.35694720300677,13.718228215339423,6.308765285355475
Bream,248.37656864335617,37.09882666500765,20.46285983544621,20.554607633163656,4.269190382170798,3.6287369564372205
Perch,665.7303323699998,29.005746692709945,7.873790955237968,49.63145514931868,13.113878306487198,4.048191132912456
Bream,55.25567770542,38.40095804663888,32.657952517401164,19.93056146284104,1.80703234694737,2.366552086983051
Perch,352.65343653021426,9.585998086671545,29.725101223168426,6.805327974687536,6.904416186519946,2.3885565039983474
Pike,265.5108542239247,33.83072167709465,27.59046744660688,22.11866189516183,14.392012263394419,4.716123833051894
Perch,21.37158459257182,21.19295292016557,24.772961619705313,29.148667925388793,2.455909980325943,6.743287160739026
Perch,574.942811999603,25.515422050125416,42.00504276442483,48.47932416840334,14.89410856941242,4.731120043441613
Whitefish,1011.962660591177,13.61984936170982,35.32638821429621,34.75248818163636,12.053474626727413,3.237153958348659
Bream,111.93003502462528,27.81692171087972,30.56940532098334,43.45029697940259,5.3808991578958505,2.269110219463751
Smelt,663.2331219569206,30.75230311394118,30.58663770454606,55.06916797262758,9.491591906797337,3.0182474201494474
Roach,183.67544156155805,20.233493489814936,31.957741959426794,19.814257112041624,12.680515385694573,2.7647382015088717
Perch,39.87616579390141,33.91690148610756,17.23263802157568,17.69066967198426,15.473328347322674,5.984813928174361
Pike,558.0585273188658,41.861729010022536,38.866924094102295,12.8688358902251,7.770347060585479,4.530047463114357
Perch,635.1365494576917,32.93839071321416,9.30620998426609,37.88612090933345,11.395014704917592,4.5231207109066345
Bream,434.22668475771593,26.921576499232838,37.76010222733802,26.476245053550446,9.580647944644435,2.2451012117344313
Bream,378.53059561784585,40.06034713536023,27.779864097147595,33.61076554895944,16.56593834432253,6.584392712955858
Bream,287.2108705090859,13.011760998393505,12.237252963501021,34.83879439205731,7.469773357893046,1.5018017570531774
Pike,26.11301618224553,47.69176545842559,16.045430977628023,27.134082372126944,7.5328004678601905,4.73991133272167
Perch,84.00445398951854,15.513991864480923,22.144000944824654,9.58776950736739,11.474073496048236,7.300460170083969
Perch,99.26790062347192,12.06996796020232,50.146262389729316,35.831397793867644,10.252828800087944,4.205736778077347
Perch,437.68300594414245,30.686718716572173,21.402517624065933,23.024057156169516,7.700606624853647,3.5407540200816188
Bream,107.66841047764223,37.64454890630631,29.435204482265007,32.108799550493956,5.44222995259425,4.688290497818253
Parkki,323.5045919584779,26.374663274404146,23.350967027093184,59.17872651636668,5.897182982859773,6.060177754452904
Perch,627.0264707548995,24.39261455085038,36.522273158009476,22.7268468664993,5.190163723048487,4.867405476092754
Whitefish,162.99935163917507,46.254752016051036,15.89118609128679,45.56567390193604,3.146595619475276,4.731228824523793
Bream,165.77812716903014,42.60241815128744,33.869873727252255,39.140381227601324,8.567315317890017,3.0572958583759746
Roach,451.8512485221934,20.48684129023971,37.37729399703936,37.44249685252622,1.5211059969075533,5.576855316764079
Bream,112.6328957468258,30.340087319895233,33.87878574247018,51.151094367731446,11.31543134869467,3.987696972845798
Bream,464.5292668442322,25.177380604640557,37.616601448050055,35.24162273257242,7.640294052730577,6.1260801900926225
Perch,178.40324059200614,38.929618392303,17.776811928862873,27.28494583275509,10.33461238762563,5.7547819483753635
Perch,918.94368522445,10.699079147997004,18.812318449863696,39.898495131669584,10.142605883173353,3.511364519029384
Perch,463.92570476471053,18.94295435509428,34.583569067040976,41.877339578226106,10.109459211626865,2.697066050972551
Bream,934.3774573492746,19.80339414597511,9.545676044461665,55.0645696067301,13.311388406754446,3.3107034233814647
Perch,117.52976977845441,7.213004357005897,25.267254276164934,31.331667654844868,11.212340887396923,4.746977303865887
Bream,726.1453499761021,23.849309933361457,17.27829471138819,43.33977813101605,7.529706572776252,5.477390181505769
Perch,595.3550085109842,23.58568228210382,23.89520039185285,24.320413539639333,5.262119685166924,4.979386856095401
Bream,383.987648922619,36.724368018016534,40.10396286579908,14.606180615449226,2.896967098527224,3.9826614290974818
Pike,175.88062449013626,28.83544328595942,14.373233747334085,26.132556366658413,12.108036565701347,3.9111229028886867
Parkki,476.6014285440514,18.025502337504165,37.921879244613194,25.3647491399691,2.209256788175905,3.6178493551890663
Perch,582.1893459589505,41.62013831428975,32.43856142494633,50.78286852998866,4.507240226983226,4.13257343921136
Pike,316.34436975795427,31.433518225238515,12.978717678931492,44.796738164991694,8.99398218431869,5.692742420484276
Perch,487.7374192192396,31.567589606440883,33.75243599326796,5.415078694377524,9.762179134407171,2.385818309003219
Perch,420.7712176936158,25.274374049477164,34.42446947291108,31.948357504324164,7.319387790213524,0.37042818630818264
Bream,121.23862085245037,34.95753725542343,20.764551531602798,42.225317073249755,13.801296963721466,6.351385192301315
Perch,165.67992307087528,8.325430144749077,2.344174408664653,27.173213292111857,2.550804431693198,4.0672660947177635
Smelt,596.1534912034675,36.925767251280625,3.3838201811697033,11.79345206347504,1.5616073164711946,4.811830550835481
Roach,433.91833149402845,38.54341908967645,40.12059972739657,46.4218814534532,17.548470218228445,5.809945655987367
Perch,476.4837067968374,20.728360264957033,15.774475344748497,47.45263911676598,7.206551881451212,5.176249118327682
Roach,4.058805844991241,14.489032574973658,17.47335271448806,27.908860639844438,5.751275040847853,2.818202937642212
Bream,440.3412770534461,28.280789306417,26.85104618952674,37.68550139334449,11.541508892132681,3.063486947306308
Bream,104.18221043556548,27.619862505983583,37.600515073947996,48.50947032321535,9.453450872964156,4.787058837336444
Smelt,219.3162746521939,25.79071049130714,40.83247487351647,4.24238896378138,6.386185500121028,5.19315008206989
Perch,198.50671837631086,29.965630015996094,28.912184609859608,34.12901017470427,6.579893086123236,4.424021650690252
Perch,884.1768593098608,42.60386034188852,25.258741637017042,22.241459238227055,13.535246410769165,6.17017445608065
Bream,236.08672383549475,27.86438656257383,11.002385660568894,31.37236299266883,13.193448437928588,3.187787751716738
Bream,285.94441192171803,33.426914247228964,34.22307349191918,32.15649924597016,5.969820960334609,4.12980357751137
Bream,802.7625449553178,17.66387774735157,22.747838779438585,34.561256981255504,2.409128282274012,6.651194584824109
Perch,891.7866958379395,40.889359758352775,45.327479921383066,30.932246179946898,15.574357295087779,5.876236371115951
Perch,439.32054073498375,40.78514887077179,21.15153815011805,21.324913373955066,7.7858627781521506,3.8310373750510216
Perch,361.01574450085377,30.623346112754174,25.025565939291184,24.42007816079945,6.140695042423585,3.163211950704474
Perch,570.6536382839149,30.196163949727108,19.842655658312644,30.69607317272088,7.3880824611289,5.004408094907805
Perch,456.2291956700535,32.72333207736123,35.757424103341116,40.24403979232842,6.610348716484891,3.9116410319309587
Smelt,855.3587059304608,23.94974012541143,23.948180921170632,25.35279769609667,14.076351787544581,2.122252374156403
Smelt,129.20553585124316,35.604216298298056,23.044235393947922,37.24887815683408,6.470687708165797,5.162363584871086
Perch,532.7969659693933,40.590295352130624,42.72064950109868,22.464586984110085,6.242756375269375,3.428262636160113
Pike,597.1916990346537,16.532571315843043,13.478320342504512,34.72632649591079,13.534191369960709,5.366350449513001
Whitefish,795.0460772293177,16.608068169536594,53.131600256548936,22.611707211021002,3.5520510386005295,4.040409845055469
Perch,284.0843270800397,25.79721591028718,11.513683293032784,30.750112847701537,4.961282136034504,2.1395563393683292
Perch,67.07092980327326,21.30797561915589,10.329153662718678,25.783876233848357,4.467768944177974,5.53181442981804
Pike,737.0171652848537,35.1090763025882,35.78485345418471,2.317924016334654,8.047003732701443,5.991920920694096
Perch,765.7932698557229,15.846218662208365,37.54294153526815,12.473138657469253,6.737961117075088,5.058193988653587
Roach,1110.0072737604823,39.709245499206396,46.39662056651573,24.575632504904377,7.471721836304874,5.921044798087849
Perch,526.827667740796,13.552262113225813,8.756168718142842,28.454007091847078,20.308377496439913,2.4463759822503213
Perch,316.0815824106355,12.398283027680337,32.56936284582836,40.788532292902815,5.931036593356711,1.5862434086478552
Parkki,529.1463135447141,20.086870361218093,25.26260731508316,29.15542950011443,0.0684910928857363,1.5818656428008406
Perch,769.6616082268915,27.05190789847834,19.829621797715397,30.74817107844365,11.761903611968169,6.163585189972144
Bream,382.49694597001536,20.342857222987632,34.444877529499166,42.62514758971706,8.886662741209676,4.320440974490181
Bream,134.8936075797713,33.54135116665164,21.56096088563421,41.422016039743724,11.762700940277147,2.3721385451881933
Pike,202.64427873039324,36.016383022009755,23.870650149496583,54.90342993331737,5.842742293764374,1.8177494569155614
Bream,240.82418333729333,28.018273073067448,46.5599203850699,36.7026199343998,6.453447373188407,2.2928360800688865
Perch,214.80592627051752,48.24236168986303,50.88296414224283,31.863300499451018,15.828266659569088,3.702030304885094
Parkki,227.66341328552875,32.35869365993927,23.915355473955753,32.38043848228526,7.031475923388329,1.7043957540560046
Pike,346.00371371239777,39.40613099530979,54.39466588225272,41.56283270871444,4.548909002588773,5.272331335773596
Perch,443.28381265017595,29.5957390325574,21.59318742050518,43.66938091501358,14.249024930723282,3.9462391670200785
Perch,696.3641172180955,19.633084550925282,42.583770274548804,26.599989540414906,11.40578745914096,2.869381413982416
Bream,471.4413777218416,43.27274343689126,22.92153836128254,28.607921628652555,12.506325337966008,3.018907422925912
Perch,118.78421110219244,25.90739937010113,36.13854835133197,33.70199223081013,0.3277399074949372,3.856292202135174
Bream,112.54600545387882,33.885974213794775,27.307216628308794,23.914996957149217,7.068977582959361,4.958546868125197
Smelt,124.46947230541343,41.4752843217213,4.131627352896448,36.470789837423794,5.962522317756827,6.625990825726217
Roach,364.0590292485397,1.262805119079193,22.240664699987917,50.688696737185836,11.956296900378085,5.4448487442239415
Pike,895.8363956920246,23.702759737241145,42.67258599192722,30.252647869791065,5.479126893468086,5.990934470534096
Perch,508.14616575500094,48.46687602629201,18.916849447125294,12.561547073560018,12.34559953708464,2.9558372081154696
Parkki,300.3139253687658,16.018405514681447,29.776985104217957,28.764016643444346,8.050933961929196,3.6995712640445353
Roach,55.647258659601675,18.998140425914837,3.236839873897818,53.708904461446664,5.3732907095576365,5.6591651146715645
Perch,454.1576171767183,26.832673154422075,38.35843616982862,45.541318222095626,11.856344354172506,5.767640701424925
Perch,195.02434478314746,18.799839856218966,29.18073710438998,41.54951197915984,10.02846679547072,4.105449666400958
Smelt,731.049119780394,33.29289767948284,27.105226784614047,33.029800748163915,9.20488155866101,4.564672574666631
Bream,357.05525715049225,12.554037930192822,23.725290659830243,28.051509669755,5.004452602388768,2.6944734498205065
Roach,128.92394197001397,19.725457083851538,19.62492375876738,23.63491489360752,5.943038750212315,3.9118468780612465
Bream,25.501074137733326,21.7417761764147,16.52380121522214,21.13579768723394,10.18611887232947,5.968635756727264
Whitefish,368.36555506056555,17.98246538361388,18.489708201610057,31.826900454434718,6.447019558115082,3.7859099216263346
Pike,1150.5412268194266,30.66945734393066,40.74938098707142,19.65139572612443,5.463380461222359,4.404341824661077
Perch,769.2816897394155,34.9349276582835,12.367716438847015,8.79727151166314,8.190968950638688,5.884489988695719
Bream,713.3968302885264,20.675248121935653,18.30437764780188,29.500216593232025,16.425859176286327,4.868527387707391
Roach,249.57344695528656,36.67751320072885,28.796895358632707,20.22117017057859,3.345870340383427,4.4592036885818045
Perch,175.8894731667724,26.76237467685173,46.61156705890032,14.268675511653296,7.367760389871937,5.183291683376582
Perch,655.61349534768,31.61365095364569,18.743417433044794,19.084018865755404,2.267547979714431,6.167836525234868
Whitefish,691.0862779606775,30.092201810988374,42.555146095078086,31.880013637926705,7.999219730698576,4.253490194173967
Bream,841.3641102335364,23.731173369284573,39.36674638276067,39.100976233410634,13.837280677940623,3.625043762169356
Smelt,697.7764002823028,31.20340076048464,27.22969056742753,15.942883168452413,10.177065210668227,3.0328189443166007
Perch,447.8664589076899,29.800494604582685,41.0572906548355,41.053066874964,9.584212869751862,2.265861357537594
Perch,86.69600768786444,17.9957172906277,19.228690332139955,47.455421755393395,14.11052852622262,2.731690101852312
Perch,499.1818314426464,14.63641603016997,27.73679846665644,24.726281242915544,12.518659540722206,3.630649762481667
Perch,637.3559890437054,28.265109015243095,24.520444556422824,47.55410335994165,8.505429737615565,2.688769842147311
Roach,602.8694735774429,36.78775960695661,27.918361844069032,22.387444708000288,9.49460540500673,5.2998842790084915
Pike,822.7199317174211,25.77808546255471,10.830497014610959,19.177465017588446,0.10936864655753276,4.6678546843004405
Perch,514.5920775124116,30.235441434404812,18.673014462487302,32.42810147384863,7.54343216011327,4.21144719862048
Parkki,191.016997216541,34.87669210609167,34.99943220305244,43.55197562960933,4.902620561045493,2.719289756201996
Perch,74.12790509307172,20.10490502261807,15.464193507169515,34.682231976124534,9.462671454917414,6.144890100944531
Perch,308.1185314271662,34.89862725533629,38.19508027558276,45.75137155594022,6.842558688385405,2.5289747538164713
Pike,90.40539470488551,39.519067320563416,22.75601444749021,17.725131777554466,4.288422305448912,5.402755346222478
Bream,576.077463844006,27.593725200283803,42.19517075061691,11.33601658399991,8.719241721057008,5.360021052567021
Perch,441.4876684977706,29.481346605745713,37.424569322520384,35.11948210160341,12.170630299315498,3.5424281676648137
Parkki,364.94227312114987,11.342971029038775,20.54558165643745,58.12792589728569,10.940058320441649,2.1025340702368718
Perch,452.06647770634646,32.5843635640798,43.163837306853125,2.4202210689762964,9.616731880413887,5.3189793068344144
Roach,251.00746203897776,30.22059485762532,54.842549208092905,31.903810688696577,8.129072008285183,6.667305476802737
Parkki,137.0215058762936,31.245430612175213,10.251298280638231,26.55426224698731,9.337814568367191,5.304897183746821
Pike,578.8183857751535,32.383874007220655,35.08738618435308,25.998900064956068,11.78318385372823,5.133754430547923
Smelt,950.1915171052991,41.4420429500816,20.776923819310596,11.682454125563801,7.293860840946566,1.7787942972875745
Smelt,632.2723683541249,28.559159629912042,18.32351173644387,21.86484316895414,6.46751409132686,3.5070935792756393
Parkki,175.73127742001134,42.946915238590634,11.824431763352408,23.279370878188818,14.437680078812434,5.449310203096557
Parkki,381.2536480144786,28.336865119739958,32.663021487706786,30.302585760439626,7.267655878529766,3.074696670082769
Bream,457.63017131687394,25.11841449149061,49.11254547604493,51.28751536550986,6.427574579268822,6.492681239072242
Roach,509.3242968507335,19.944549662508827,29.562067314402405,41.43009173238163,17.42781579587568,6.400490884139506
Bream,462.9187660848829,2.742720255245011,36.32164827028513,31.386790479195888,9.404523476740565,5.1261164226344365
Bream,985.7589298507861,44.51520149395887,14.135371756116092,48.65343721303868,18.68218280054253,2.375210282867448
Parkki,881.8862682373688,40.29940073879178,41.3853588036427,28.019669503394823,2.274038909423684,5.2859838532420715
Roach,657.5165790388601,22.183645147271996,37.03313081205226,49.1336931908531,10.383264693558809,5.280774539079786
Pike,322.8248403927646,19.96057835135673,21.409914397211615,45.782875188689744,6.3852323368581665,5.89043487492877
Roach,271.9763619998556,11.816939477848589,37.418699492151426,32.01575240053819,13.097017748763484,2.18028926068631
Perch,843.5886610986051,28.52532253151407,21.433992567358857,32.530922060660664,17.13676603425315,5.267500266152077
Bream,1.0286024321431455,29.898555328654354,58.690017987276875,43.97967428421971,7.776001878192827,2.6392911717142082
Pike,175.75103610712617,24.532080981295763,41.46244761512958,20.488227852145805,8.937152278815043,4.270839245714459
Pike,107.47176565875219,19.27275394706848,27.514755903194573,15.216026401735913,11.430712575878491,4.00953320351697
Perch,300.2922435651433,53.38874174882129,20.22913845381108,16.499673432701684,7.901259793917966,2.8420291540684435
Roach,587.5585847887089,23.39735123031558,20.872903685794824,44.12331962186251,6.475594318434355,1.3770964145184634
Roach,432.4590851134469,37.96076965472573,32.10047058513098,33.6328615846295,14.206745588609468,6.059823245978034
Bream,933.5781160749682,15.357788214211286,26.94984365520573,43.60739758978009,10.211406121198314,6.352874687580401
Perch,398.5926232375798,26.114073066893113,24.76617190250687,25.14512203554974,5.529619894577119,2.5730139448569402
Perch,810.1175474914685,26.92089105303245,27.143678522843448,20.781392005498596,2.716537655221094,5.563097967918882
Bream,695.7128493207613,33.5380013251174,17.197052450124147,47.86357737586289,12.607183903375843,3.0942753170837225
Perch,1143.053105247011,29.068816834176264,30.565985659392627,18.35852916106747,6.89912245529142,3.778445728834959
Perch,225.05105332733896,24.91247005935179,14.950922573980396,20.908959224118433,17.316566664936687,7.638656826968558
Smelt,671.0158318755309,18.763986273156668,19.161375789471794,23.361335705276076,7.686872102531246,3.4000289402805977
Bream,855.9301854299863,26.694660191171288,12.648875230176682,11.552218449366407,3.320588014322828,6.296122516664012
Perch,405.44127036783516,22.354176810653126,27.065355046141587,19.930297554818218,8.589462322988302,2.649759721278031
Bream,26.276930043080768,29.989133748294023,28.789913638733548,6.295693744822618,10.190153966839912,1.1894198196995882
Pike,209.58078230900236,13.978869857872036,34.5021859033046,50.92422036385146,5.596013792834487,5.620643168409353
Bream,357.26613261209957,42.51093564244789,13.78553111183522,23.608344542111496,12.596817349988893,5.693923734394403
Pike,514.8179659385996,18.010275722058275,34.66397632685723,11.143942376053353,10.928475391352684,4.810449278721262
Smelt,234.06757317160094,8.214799398068298,13.9660295619368,29.20056225575824,6.181671353055097,3.404297948152861
Perch,59.6015760649463,30.588133305802835,28.499715111044424,47.93281826745665,7.574123367876936,4.167852657121797
Parkki,286.5344929880822,20.669034927257908,19.054977407205122,16.74889433490045,1.8257955039008307,1.6537372904999859
Perch,411.6313935430516,10.209312850774786,29.771367800559677,34.44072911927323,5.207343647702678,7.414995240674534
Pike,132.10312272107842,22.54534014741995,27.219211499098247,31.919969086241835,5.021868292397622,2.951571934090778
Bream,29.206088885968654,37.67409439036393,24.76486703591824,26.75673314957314,5.240421076201778,6.971721016563302
Parkki,460.9754745036311,31.047446572167964,37.450596178668754,21.367717536667037,11.179085717114095,3.0428912409039484
Smelt,817.2497716159003,30.378923443663723,25.00003115100832,28.83568695409747,7.783749614011368,4.461716202377017
Roach,222.71495716763377,34.931152643441294,25.902011029168285,1.0442175108867175,15.463197078490653,2.8140151223895984
Bream,591.3643965677285,32.039022556621234,40.3253681209347,32.754676313478434,4.56340460086728,2.0302600707606384
Whitefish,375.1287970647152,29.100369517446605,21.70768507499846,21.325500863633884,10.055903522521493,5.991051460422473
Roach,268.93107746088367,32.86379440789639,36.157767986103025,37.00883938030897,4.756064563134219,3.8555051901355535
Smelt,444.92064199366956,31.21433211154261,22.05488340149302,57.64048235957703,4.820392093739209,3.653361562846629
Perch,982.3557481413652,22.811735772757736,21.316964097135585,17.241658929708635,4.949132123707857,1.8463996841479595
Roach,572.0641565654486,42.2031845135358,26.38751091323558,14.81002584859937,12.900769357724645,4.2786410556603265
Bream,547.1544143504477,35.77543676265236,31.62517530997917,54.65787013822825,7.1724149309673795,7.092792294176357
Bream,694.4048780219837,34.81193161802027,29.850190926205453,33.218735201656614,14.687651636060501,2.2020350391936008
Smelt,93.94551430202421,20.69103184939485,15.928488702464742,45.260351402536486,11.42822551856842,5.780616598923548
Perch,168.8186845060401,31.885088636104495,44.34815100683576,26.51314220160021,7.556719905864031,6.36871123761085
Whitefish,223.5106292933469,28.896912940286477,23.761907409012732,49.18090125028476,16.813033393459307,6.87720490060107
Perch,656.2151358319054,35.344031938308234,20.3539989790494,32.30776888384882,2.3063271471237154,4.395966806345993
Perch,899.0210267196574,26.38209278054004,41.63785315758885,28.144456508019207,5.364019573705821,1.9241687224513364
Parkki,461.7412188210409,31.412358989916257,32.56003370487416,31.095482251003208,5.190259886785304,5.629711628985886
Perch,143.11580803490028,16.547003211886036,25.75388459050294,24.230614967912373,6.141521848582006,3.5963465691338317
Perch,181.876452895797,40.61637488692924,28.58058715802726,29.1474222314254,9.635928158964948,2.7846870944039477
Smelt,431.08390241534323,30.646110465685492,27.335061158061958,28.830167097521034,7.079972908995962,2.54987060958418
Perch,133.72383538226802,43.45462652287975,39.447868454338774,37.67146588551938,12.0286283202447,1.834988079772065
Perch,213.64058068987322,30.40862919210187,30.12973714768516,43.64566588068402,6.4473606483661285,6.403935789324
Perch,331.73996199483486,31.36400997168662,22.03071755036639,33.0541029348955,5.755232451193966,5.534351961628032
Perch,593.3402077939307,12.607760039996345,35.330651977942445,43.22456908386904,7.8231057517833555,6.706013429617171
Roach,383.1941709465302,6.239092252597132,11.629376325749586,43.987364646486654,8.039695634133144,5.481885798102301
Bream,799.9819137902587,30.288739096310437,34.08757666815561,30.66804843647578,7.386772024448578,3.785928125736226
Roach,655.6957323157616,21.620945270329123,42.85902656035923,15.920474945351689,12.97771656689529,5.2710228298692785
Perch,350.645414528129,29.595534536866243,17.627989576061424,23.53897862015743,19.291178779449822,7.721398244477566
Parkki,1184.7705134564442,6.949614216012041,32.69224565623848,27.23412244288922,15.202280416968367,3.030178616602025
Roach,505.5203341076844,30.69231654754963,35.450360506213805,32.14888748725948,10.754506283666858,3.884900578774088
Perch,4.451426062210942,39.419367142419105,32.938938078044906,23.1625860404451,10.976326427868658,1.402952123384876
Roach,366.3342611718939,20.492012436821206,30.810824544399992,21.99653012429475,2.8293138803506324,7.613353697457045
Bream,580.0035516933675,15.095990015058153,11.105787345768366,14.025081177709144,9.156740536244397,6.8148316051362094
Roach,34.806509365914565,26.480197379287336,39.7680339315179,25.728700262246385,7.683400343510063,3.6793295950695417
Whitefish,358.85583210625737,28.679666950570187,19.32296102289115,38.65853773328211,2.405292612812975,3.822121861336253
Perch,8.056878557915354,36.215536958523415,18.95930089343787,34.81050097956167,6.12941711416296,6.303844669860197
Perch,1237.2819724989654,7.4096628004332175,47.337643583435415,31.953551437640428,6.831111909635718,4.726058197174608
Pike,370.0536597984681,31.506826536897933,14.289497775556418,34.93299393740865,4.275298974164917,4.626774856862209
Bream,589.3726853334498,24.851922751835733,25.16980639063484,19.025733864768156,8.741288146489866,5.327269524216579
Bream,220.98249651691708,32.12146906583871,54.42856384941088,14.29547811349768,1.4846316717712646,4.520221042144804
Perch,658.6925704283531,38.607189017635534,18.793375638592906,39.12757311565931,12.805780618762533,3.6451517463106833
Perch,767.4519773656756,39.53443379799027,14.710153515583205,20.05408689980992,7.6134036250324275,5.337549735286789
Smelt,407.21647396315376,46.21021278198768,30.266432902788424,53.34941569818227,8.767161777484915,4.94858839424284
Bream,544.4437379686058,38.928390379939856,30.55067742074628,38.38426245456341,5.654240621593296,6.224934613216332
Bream,590.9781718992837,21.710636670583064,25.819441066113615,53.43961365337225,4.479641661886034,8.764728944352962
Bream,368.3153395676307,21.923494137694213,18.623915164291226,20.397010521670186,10.601735242011806,3.4760088422073943
Parkki,347.6554167483886,24.974951279812252,35.502638504552316,39.00601300533571,7.6913448281796635,5.15908221070745
Roach,634.3999517284835,37.31607308342453,20.380835667353985,31.653380330441184,12.979917755437377,5.590066467185399
Roach,579.0130346971288,14.627003760036391,23.791037244953863,35.70190365034452,6.276715236972188,2.6267293704805477
Smelt,174.199530565629,29.12262149436318,17.408378485619984,25.57513778303977,9.115371860239872,5.72057160221907
Roach,965.4503362931425,19.089612862258296,39.64589921021551,21.1515892810309,9.63364627735471,3.3133851727165875
Parkki,800.3830249919407,8.111147554123729,9.560655653821087,36.039510680477036,4.21683126728946,5.410275246521203
Roach,485.47523076973846,30.61314652763277,47.79281306177603,17.519333998235137,6.9309729246324,4.766164125370126
Smelt,491.5356459778358,40.686800090975396,22.082547403238063,5.651763832443088,8.54676875768414,5.744087506993269
Perch,596.1489237276832,25.098262964472756,30.949590008120886,34.45109293173678,8.472346332094252,2.5998621990367283
Parkki,8.455308384151692,25.840016726691623,15.438100857955753,30.963093029835658,11.265988137417605,3.7611310010922674
